"startpoint";"replicata_export_date";"parent";"id";"type";"title";"description";"subject";"relatedItems";"location";"language";"effectiveDate";"expirationDate";"creation_date";"modification_date";"creators";"contributors";"rights";"allowDiscussion";"excludeFromNav";"nextPreviousEnabled";"ReplicataPlugin_Products_csvreplicata_exportimport_plugins_WorkflowExportImporter_wf_chain";"ReplicataPlugin_Products_csvreplicata_exportimport_plugins_WorkflowExportImporter_wf_state";"synonyms"
"Start point";"Export Date";"Parent folder";"Identifier";"Content type";"Title";"label_description";"label_tags";"label_related_items";"label_location";"label_language";"label_effective_date";"label_expiration_date";"label_creation_date";"label_modification_date";"label_creators";"label_contributors";"label_copyrights";"label_allow_comments";"label_exclude_from_nav";"label_nextprevious";"ReplicataPlugin_Products_csvreplicata_exportimport_plugins_WorkflowExportImporter_wf_chain";"ReplicataPlugin_Products_csvreplicata_exportimport_plugins_WorkflowExportImporter_wf_state";"Synonyms"
"/Plone/marscategories";"20120906162153";"chronology/cultural/europe";"praehistory";"Mars Category";"Praehistory";"";"";"";"";"fr";"";"";"25/05/2011 15:13:01";"25/05/2011 15:13:01";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/europe";"protohistory";"Mars Category";"Protohistory";"";"";"";"";"fr";"";"";"25/05/2011 15:13:05";"25/05/2011 15:13:05";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/europe";"history";"Mars Category";"History";"";"";"";"";"fr";"";"";"25/05/2011 15:13:05";"25/05/2011 15:13:05";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/asia";"praehistory";"Mars Category";"Praehistory";"";"";"";"";"fr";"";"";"25/05/2011 15:13:11";"25/05/2011 15:13:11";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/asia";"history";"Mars Category";"History";"";"";"";"";"fr";"";"";"25/05/2011 15:13:11";"25/05/2011 15:13:11";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/america";"praehistory";"Mars Category";"Praehistory";"";"";"";"";"fr";"";"";"25/05/2011 15:13:09";"25/05/2011 15:13:09";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/america";"history";"Mars Category";"History";"";"";"";"";"fr";"";"";"25/05/2011 15:13:09";"25/05/2011 15:13:09";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/africa";"praehistory";"Mars Category";"Praehistory";"";"";"";"";"fr";"";"";"25/05/2011 15:13:08";"25/05/2011 15:13:08";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"chronology/cultural/africa";"history";"Mars Category";"History";"";"";"";"";"fr";"";"";"25/05/2011 15:13:08";"25/05/2011 15:13:08";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"analysis-technique";"relative-dating";"Mars Category";"Relative dating";"";"";"";"";"fr";"";"";"24/05/2011 12:25:02";"24/05/2011 12:25:02";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"analysis-technique";"absolute-dating";"Mars Category";"Absolute dating";"";"";"";"";"fr";"";"";"24/05/2011 12:25:02";"24/05/2011 12:25:02";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group";"undetermined";"Mars Category";"Undetermined";"";"";"";"";"fr";"";"";"24/05/2011 12:24:58";"24/05/2011 12:24:58";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group";"unknown";"Mars Category";"Unknown";"";"";"";"";"fr";"";"";"24/05/2011 12:24:58";"24/05/2011 12:24:58";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group";"hominidae";"Mars Category";"Hominidae";"";"";"";"";"fr";"";"";"24/05/2011 12:24:58";"24/05/2011 12:24:58";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"undetermined";"Mars Category";"Undetermined";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"foetus-or-neonate";"Mars Category";"Foetus or Neonate";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"foetus-week-9-birth";"Mars Category";"Foetus (week 9 - birth)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"neonate-0-1y";"Mars Category";"Neonate (0 - 1y)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"infans-i-1-6y";"Mars Category";"Infans I (1 - 6y)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"infans-ii-7-13y";"Mars Category";"Infans II (7 - 13y)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"juvenile-14-19y";"Mars Category";"Juvenile (14 - 19y)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"subadult-below-20";"Mars Category";"Subadult (below 20)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"age-group/hominidae";"adult-20y-and-more";"Mars Category";"Adult (20y and more)";"";"";"";"";"fr";"";"";"24/05/2011 12:25:07";"24/05/2011 12:25:07";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"none";"Mars Category";"None";"";"";"";"";"fr";"";"";"24/05/2011 12:24:59";"24/05/2011 12:24:59";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"scanner";"Mars Category";"Scanner";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"photography";"Mars Category";"Photography";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"u-ct";"Mars Category";"µ-CT";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"medical-ct";"Mars Category";"Medical CT";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol";"surface-scanning";"Mars Category";"Surface Scanning";"";"";"";"";"fr";"";"";"24/05/2011 12:25:01";"24/05/2011 12:25:01";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/u-ct";"synchrotron";"Mars Category";"Synchrotron";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/u-ct";"skyscan";"Mars Category";"Skyscan";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/u-ct/skyscan";"1076";"Mars Category";"1076";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/u-ct/skyscan";"1072";"Mars Category";"1072";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/surface-scanning";"deios";"Mars Category";"Deios";"";"";"";"";"fr";"";"";"24/05/2011 12:25:01";"24/05/2011 12:25:01";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/surface-scanning";"breukman";"Mars Category";"Breukman";"";"";"";"";"fr";"";"";"24/05/2011 12:25:01";"24/05/2011 12:25:01";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/scanner";"positive";"Mars Category";"Positive";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/scanner";"slide";"Mars Category";"Slide";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/scanner";"film";"Mars Category";"Film";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/photography";"digital";"Mars Category";"Digital";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/photography/digital";"calibrated";"Mars Category";"Calibrated";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/medical-ct";"siemens";"Mars Category";"Siemens";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/medical-ct/siemens";"volume-zoom";"Mars Category";"Volume Zoom";"";"";"";"";"fr";"";"";"24/05/2011 12:25:00";"24/05/2011 12:25:00";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/medical-ct/siemens";"sensation-64";"Mars Category";"Sensation 64";"";"";"";"";"fr";"";"";"24/05/2011 12:25:01";"24/05/2011 12:25:01";"admin";"";"";"";"True";"False";"";"";""
"/Plone/marscategories";"20120906162153";"acquisition-protocol/medical-ct/siemens";"somaton-4";"Mars Category";"Somaton 4";"";"";"";"";"fr";"";"";"24/05/2011 12:25:01";"24/05/2011 12:25:01";"admin";"";"";"";"True";"False";"";"";""
